YEAR,STATE_DESCRIPTION,STATE_CODE,NAICS_CODE,INDUSTRY,BUSINESS_CLASSIFICATION_S,ANNUAL_PAYROLL_S,EMPLOYMENT_S,AVG_SALARY_S,BUSINESS_CLASSIFICATION_B,ANNUAL_PAYROLL_B,EMPLOYMENT_B,AVG_SALARY_B
2012,Maine,ME,61,Educational Services,Small Business,481596000,15008,32089.285714285714,Large Business,252635000.0,8886.0,28430.67747017781
2012,Maine,ME,62,Health Care and Social Assistance,Small Business,3552364000,104832,33886.256105006105,Large Business,2552736000.0,55468.0,46021.77832263648
2012,Maine,ME,71,"Arts, Entertainment, and Recreation",Small Business,261051000,12098,21578.029426351462,Large Business,21572000.0,1278.0,16879.499217527387
2012,Maine,ME,72,Accommodation and Food Services,Small Business,1468420000,75132,19544.534951818132,Large Business,139455000.0,9622.0,14493.34857617959
2012,Maine,ME,81,Other Services (except Public Administration),Small Business,865204000,34570,25027.5961816604,Large Business,45824000.0,1729.0,26503.18102949682
2012,Maryland,MD,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,33815000,1100,30740.909090909092,Large Business,11204000.0,318.0,35232.70440251572
2012,Maryland,MD,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,75905000,1425,53266.666666666664,Large Business,38446000.0,604.0,63652.317880794704
2012,Maryland,MD,22,Utilities,Small Business,51325000,709,72390.69111424542,Large Business,1348729000.0,11585.0,116420.28485110056
2012,Maryland,MD,23,Construction,Small Business,12290538000,240036,51202.89456581513,Large Business,1320894000.0,18639.0,70867.21390632544
2012,Maryland,MD,31-33,Manufacturing,Small Business,4278906000,90566,47246.27343594727,Large Business,3995693000.0,57897.0,69013.817641674
2012,Maryland,MD,42,Wholesale Trade,Small Business,6369922000,105270,60510.32582882113,Large Business,2351307000.0,31826.0,73880.06661220385
2012,Maryland,MD,44-45,Retail Trade,Small Business,5977356000,191884,31150.882825040127,Large Business,4331570000.0,187667.0,23081.149056573613
2012,Maryland,MD,48-49,Transportation and Warehousing,Small Business,1832564000,50350,36396.504468718966,Large Business,1818110000.0,39025.0,46588.340807174885
2012,Maryland,MD,51,Information,Small Business,2232234000,31532,70792.65508055309,Large Business,2992511000.0,38003.0,78744.07283635503
2012,Maryland,MD,52,Finance and Insurance,Small Business,5244022000,67928,77199.71145919208,Large Business,5937755000.0,65616.0,90492.48658863692
2012,Maryland,MD,53,Real Estate and Rental and Leasing,Small Business,2996478000,54004,55486.223242722765,Large Business,910705000.0,16344.0,55721.059716103766
2012,Maryland,MD,54,"Professional, Scientific, and Technical Services",Small Business,20549916000,272760,75340.65112186538,Large Business,9871719000.0,110529.0,89313.38381782157
2012,Maryland,MD,55,Management of Companies and Enterprises,Small Business,1144256000,15614,73283.975919047,Large Business,3958043000.0,40611.0,97462.33779025388
2012,Maryland,MD,61,Educational Services,Small Business,2424046000,71040,34122.26914414414,Large Business,2238294000.0,46285.0,48358.94998379605
2012,Michigan,MI,42,Wholesale Trade,Small Business,11532064000,201070,57353.47888794947,Large Business,4157317000.0,59429.0,69954.34888690707
2012,Michigan,MI,44-45,Retail Trade,Small Business,9931728000,362900,27367.671534858087,Large Business,5708252000.0,260896.0,21879.41555255734
2012,Michigan,MI,48-49,Transportation and Warehousing,Small Business,3296176000,80914,40736.782262649234,Large Business,2794302000.0,58622.0,47666.43922077036
2012,Mississippi,MS,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,487380000,7226,67448.10406864101,Large Business,236796000.0,2874.0,82392.48434237996
2012,Mississippi,MS,23,Construction,Small Business,2574334000,66116,38936.62653518059,Large Business,432055000.0,7984.0,54115.10521042084
2012,Mississippi,MS,31-33,Manufacturing,Small Business,2870900000,83678,34308.89839623318,Large Business,4606824000.0,98233.0,46896.908370914054
2012,Mississippi,MS,42,Wholesale Trade,Small Business,1961264000,45662,42951.77609390741,Large Business,625986000.0,12268.0,51025.92109553309
2012,Mississippi,MS,44-45,Retail Trade,Small Business,2878108000,113212,25422.287390029327,Large Business,1589139000.0,80852.0,19654.91267995844
2012,Mississippi,MS,48-49,Transportation and Warehousing,Small Business,1054780000,29052,36306.62260773785,Large Business,805588000.0,19017.0,42361.46605668612
2012,Mississippi,MS,51,Information,Small Business,277804000,7562,36736.84210526316,Large Business,429119000.0,9219.0,46547.23939689771
2012,Mississippi,MS,52,Finance and Insurance,Small Business,1420482000,33034,43000.60543682267,Large Business,900100000.0,16985.0,52993.81807477186
2012,Mississippi,MS,53,Real Estate and Rental and Leasing,Small Business,480254000,15168,31662.315400843883,Large Business,89850000.0,2498.0,35968.775020016015
2012,Mississippi,MS,54,"Professional, Scientific, and Technical Services",Small Business,2238528000,47892,46741.167627161114,Large Business,340596000.0,6378.0,53401.69332079022
2012,Mississippi,MS,55,Management of Companies and Enterprises,Small Business,266771000,4311,61881.46601716539,Large Business,425725000.0,5644.0,75429.65981573352
2012,Mississippi,MS,56,Administrative and Support and Waste Management and Remediation Services,Small Business,951080000,39268,24220.230212895996,Large Business,736224000.0,29207.0,25207.10788509604
2012,Mississippi,MS,61,Educational Services,Small Business,482580000,20264,23814.646664034743,Large Business,163719000.0,7867.0,20810.855472225754
2012,Mississippi,MS,62,Health Care and Social Assistance,Small Business,4930288000,133958,36804.72984069634,Large Business,4460411000.0,95774.0,46572.25342994968
2012,Mississippi,MS,72,Accommodation and Food Services,Small Business,1371656000,109812,12490.948165956363,Large Business,1105587000.0,61311.0,18032.441160640017
2012,Mississippi,MS,81,Other Services (except Public Administration),Small Business,1528766000,72718,21023.212959652355,Large Business,87505000.0,2264.0,38650.618374558304
2012,Missouri,MO,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,138572000,3036,45642.951251646904,Large Business,117942000.0,1886.0,62535.524920466596
2012,Missouri,MO,22,Utilities,Small Business,412765000,6401,64484.45555381972,Large Business,1228211000.0,13591.0,90369.4356559488
2012,Missouri,MO,23,Construction,Small Business,8502056000,176436,48187.76213471174,Large Business,1123113000.0,17580.0,63885.836177474404
2012,Missouri,MO,31-33,Manufacturing,Small Business,8546574000,201842,42342.89196500233,Large Business,7618487000.0,146641.0,51953.321376695465
2012,Missouri,MO,42,Wholesale Trade,Small Business,7251932000,139454,52002.32334676667,Large Business,2608001000.0,50404.0,51741.94508372351
2012,Missouri,MO,44-45,Retail Trade,Small Business,6273026000,222652,28174.128235991593,Large Business,4278507000.0,193477.0,22113.775797640028
2012,Missouri,MO,48-49,Transportation and Warehousing,Small Business,2287436000,64478,35476.224448649155,Large Business,2039925000.0,48898.0,41717.96392490491
2012,Idaho,ID,71,"Arts, Entertainment, and Recreation",Small Business,264368000,13810,19143.229543808833,Large Business,16499000.0,2170.0,7603.225806451613
2012,Mississippi,MS,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,292616000,8512,34376.87969924812,Large Business,17130000.0,264.0,64886.36363636364
2012,Minnesota,MN,81,Other Services (except Public Administration),Small Business,4870442000,201750,24140.976456009914,Large Business,378272000.0,12264.0,30844.09654272668
2012,Minnesota,MN,72,Accommodation and Food Services,Small Business,3823792000,273586,13976.563128230246,Large Business,1461202000.0,83853.0,17425.756979475987
2012,Michigan,MI,51,Information,Small Business,1975478000,39586,49903.450714899205,Large Business,3656267000.0,48553.0,75304.65676683212
2012,Michigan,MI,52,Finance and Insurance,Small Business,6281276000,116904,53730.20598097584,Large Business,6543389000.0,92281.0,70907.21817058766
2012,Michigan,MI,53,Real Estate and Rental and Leasing,Small Business,2399836000,68708,34928.043313733484,Large Business,732857000.0,15243.0,48078.26543331365
2012,Michigan,MI,54,"Professional, Scientific, and Technical Services",Small Business,16141108000,267444,60353.22534811026,Large Business,7741231000.0,104212.0,74283.48942540206
2012,Michigan,MI,55,Management of Companies and Enterprises,Small Business,1691646000,24711,68457.20529318927,Large Business,10135040000.0,96544.0,104978.45541929068
2012,Michigan,MI,56,Administrative and Support and Waste Management and Remediation Services,Small Business,8321060000,242308,34340.83893226802,Large Business,5288098000.0,187396.0,28218.841384021005
2012,Michigan,MI,61,Educational Services,Small Business,1812476000,66420,27288.105992171033,Large Business,1052836000.0,39085.0,26937.08583855699
2012,Michigan,MI,62,Health Care and Social Assistance,Small Business,21634504000,548020,39477.581110178464,Large Business,14845412000.0,309233.0,48007.204923148565
2012,Michigan,MI,71,"Arts, Entertainment, and Recreation",Small Business,2511156000,68750,36525.90545454546,Large Business,174028000.0,10182.0,17091.730504812414
2012,Michigan,MI,72,Accommodation and Food Services,Small Business,5772606000,431660,13373.038965852755,Large Business,2137102000.0,128463.0,16635.93408218709
2012,Michigan,MI,81,Other Services (except Public Administration),Small Business,6900176000,277994,24821.312690201947,Large Business,506981000.0,14142.0,35849.314099844436
2012,Minnesota,MN,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,167737000,4753,35290.76372817168,Large Business,6385000.0,122.0,52336.065573770495
2012,Minnesota,MN,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,169153000,2136,79191.47940074907,Large Business,433837000.0,4519.0,96002.87674264218
2012,Maine,ME,42,Wholesale Trade,Small Business,1007656000,22232,45324.57718603814,Large Business,340740000.0,5956.0,57209.53660174614
2012,Minnesota,MN,31-33,Manufacturing,Small Business,13511460000,274520,49218.49045606877,Large Business,9304756000.0,159718.0,58257.40367397538
2012,Minnesota,MN,42,Wholesale Trade,Small Business,8788714000,145650,60341.3250944044,Large Business,4842951000.0,56474.0,85755.4095690052
2012,Minnesota,MN,44-45,Retail Trade,Small Business,6254228000,234982,26615.77482530577,Large Business,3896040000.0,173016.0,22518.379803024
2012,Minnesota,MN,48-49,Transportation and Warehousing,Small Business,2655630000,73736,36015.379190626016,Large Business,1966166000.0,42327.0,46451.81562595979
2012,Minnesota,MN,51,Information,Small Business,2306228000,41198,55979.12520025244,Large Business,3204432000.0,40620.0,78888.03545051698
2012,Minnesota,MN,52,Finance and Insurance,Small Business,5353928000,86772,61701.101737887795,Large Business,10246404000.0,110757.0,92512.47325225493
2012,Minnesota,MN,53,Real Estate and Rental and Leasing,Small Business,1811926000,49738,36429.41010897101,Large Business,565620000.0,10519.0,53771.27103336819
2012,Minnesota,MN,54,"Professional, Scientific, and Technical Services",Small Business,11459792000,175060,65462.081572032446,Large Business,3748782000.0,45288.0,82776.49708532062
2012,Minnesota,MN,55,Management of Companies and Enterprises,Small Business,1496789000,19824,75503.88418079096,Large Business,10847894000.0,123112.0,88114.02625251803
2012,Minnesota,MN,56,Administrative and Support and Waste Management and Remediation Services,Small Business,4144182000,119898,34564.229595155884,Large Business,3457154000.0,99851.0,34623.1284614075
2012,Minnesota,MN,61,Educational Services,Small Business,1703380000,61768,27577.062556663645,Large Business,1097520000.0,40481.0,27111.97845903016
2012,Minnesota,MN,62,Health Care and Social Assistance,Small Business,12900110000,396718,32517.077621887587,Large Business,11491618000.0,244403.0,47019.13642631228
2012,Minnesota,MN,71,"Arts, Entertainment, and Recreation",Small Business,1416976000,52500,26990.019047619047,Large Business,507902000.0,15483.0,32803.84938319447
2012,Minnesota,MN,23,Construction,Small Business,9088882000,153292,59291.3002635493,Large Business,1606141000.0,20198.0,79519.80394098426
2012,Maine,ME,31-33,Manufacturing,Small Business,1973552000,48236,40914.5036901899,Large Business,1438687000.0,25703.0,55973.50503832237
2012,Missouri,MO,51,Information,Small Business,1198384000,26912,44529.72651605232,Large Business,3027455000.0,43603.0,69432.26383505722
2012,Maine,ME,22,Utilities,Small Business,58008000,854,67925.05854800937,Large Business,101873000.0,1361.0,74851.57972079354
2012,Indiana,IN,54,"Professional, Scientific, and Technical Services",Small Business,7180372000,143984,49869.23547060785,Large Business,2325974000.0,32183.0,72273.37414162757
2012,Indiana,IN,55,Management of Companies and Enterprises,Small Business,974398000,18614,52347.58783711185,Large Business,4808511000.0,46132.0,104233.74230469088
2012,Indiana,IN,56,Administrative and Support and Waste Management and Remediation Services,Small Business,3629328000,123362,29420.1455877823,Large Business,3282047000.0,115459.0,28426.081985813147
2012,Indiana,IN,61,Educational Services,Small Business,1065408000,43740,24357.750342935527,Large Business,1236565000.0,44572.0,27743.08983218164
2012,Indiana,IN,62,Health Care and Social Assistance,Small Business,12585950000,338850,37143.13117898775,Large Business,9868640000.0,228575.0,43174.62539647818
2012,Indiana,IN,71,"Arts, Entertainment, and Recreation",Small Business,1280998000,46610,27483.329757562755,Large Business,292009000.0,10423.0,28015.830375131918
2012,Indiana,IN,72,Accommodation and Food Services,Small Business,3639914000,290874,12513.713841732158,Large Business,1723342000.0,110640.0,15576.12075198843
2012,Indiana,IN,81,Other Services (except Public Administration),Small Business,5001346000,214304,23337.62318948783,Large Business,546189000.0,17161.0,31827.341064040556
2012,Iowa,IA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,141494000,2794,50642.090193271295,Large Business,30346000.0,626.0,48476.038338658145
2012,Iowa,IA,22,Utilities,Small Business,194457000,3198,60805.81613508443,Large Business,477874000.0,6083.0,78558.93473614992
2012,Iowa,IA,23,Construction,Small Business,5059162000,103762,48757.36782251691,Large Business,397785000.0,4997.0,79604.76285771462
2012,Iowa,IA,31-33,Manufacturing,Small Business,5929114000,138762,42728.65770167625,Large Business,7123385000.0,135994.0,52380.14177096049
2012,Iowa,IA,42,Wholesale Trade,Small Business,4402294000,90238,48785.36758350141,Large Business,1091372000.0,21801.0,50060.639420210086
2012,Iowa,IA,44-45,Retail Trade,Small Business,3605670000,132058,27303.684744581926,Large Business,2166211000.0,109870.0,19716.128151451714
2012,Iowa,IA,48-49,Transportation and Warehousing,Small Business,1595054000,43602,36582.12926012568,Large Business,1300619000.0,33347.0,39002.57894263352
2012,Iowa,IA,51,Information,Small Business,849980000,21336,39837.83277090364,Large Business,944251000.0,19091.0,49460.531140327905
2012,Iowa,IA,52,Finance and Insurance,Small Business,3409462000,64962,52483.94445983806,Large Business,4004450000.0,58777.0,68129.540466509
2012,Iowa,IA,53,Real Estate and Rental and Leasing,Small Business,654514000,18630,35132.25979602791,Large Business,183689000.0,3696.0,49699.40476190476
2012,Iowa,IA,54,"Professional, Scientific, and Technical Services",Small Business,3344726000,68674,48704.40050091738,Large Business,914281000.0,15553.0,58784.864656336395
2012,Iowa,IA,55,Management of Companies and Enterprises,Small Business,597230000,8746,68286.0736336611,Large Business,964616000.0,12258.0,78692.7720672214
2012,Iowa,IA,56,Administrative and Support and Waste Management and Remediation Services,Small Business,1527784000,51610,29602.480139507847,Large Business,1471675000.0,51888.0,28362.53083564601
2012,Iowa,IA,61,Educational Services,Small Business,557530000,23868,23358.89056477292,Large Business,880894000.0,33983.0,25921.607862754907
2012,Iowa,IA,62,Health Care and Social Assistance,Small Business,7444332000,222756,33419.22103108334,Large Business,4158585000.0,99821.0,41660.42215565863
2012,Iowa,IA,71,"Arts, Entertainment, and Recreation",Small Business,466648000,27114,17210.59231393376,Large Business,130708000.0,7463.0,17514.136406270936
2012,Iowa,IA,72,Accommodation and Food Services,Small Business,1826890000,156394,11681.330485824265,Large Business,585493000.0,36456.0,16060.264428351986
2012,Iowa,IA,81,Other Services (except Public Administration),Small Business,2103182000,93214,22562.94118909177,Large Business,129743000.0,3482.0,37261.05686387134
2012,Indiana,IN,53,Real Estate and Rental and Leasing,Small Business,1606412000,45332,35436.60107650225,Large Business,406861000.0,9328.0,43617.17409948542
2012,Indiana,IN,52,Finance and Insurance,Small Business,3823274000,76964,49676.134296554235,Large Business,3949298000.0,58493.0,67517.44653206367
2012,Indiana,IN,51,Information,Small Business,1032454000,24270,42540.33786567779,Large Business,1589736000.0,29211.0,54422.51206737188
2012,Indiana,IN,48-49,Transportation and Warehousing,Small Business,3108358000,82446,37701.744171942846,Large Business,2917450000.0,74017.0,39415.944985611415
2012,Maine,ME,23,Construction,Small Business,1794106000,40962,43799.277379034225,Large Business,115005000.0,2163.0,53169.209431345356
2012,Illinois,IL,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,628786000,10118,62145.28562957106,Large Business,275079000.0,3790.0,72580.2110817942
2012,Illinois,IL,22,Utilities,Small Business,468662000,6252,74961.93218170185,Large Business,2602994000.0,24546.0,106045.54713598957
2012,Illinois,IL,23,Construction,Small Business,18833310000,307414,61263.67048995817,Large Business,2229860000.0,26761.0,83324.98785546131
2012,Illinois,IL,31-33,Manufacturing,Small Business,26886002000,533658,50380.58456914353,Large Business,16898854000.0,277325.0,60935.19877400162
2012,Illinois,IL,42,Wholesale Trade,Small Business,20725362000,344180,60216.636643616715,Large Business,10292521000.0,135535.0,75939.94909064079
2012,Illinois,IL,44-45,Retail Trade,Small Business,12587756000,416394,30230.3971719093,Large Business,8617509000.0,388957.0,22155.42849209553
2012,Illinois,IL,48-49,Transportation and Warehousing,Small Business,5910037000,141544,41754.06234103883,Large Business,6952384000.0,152855.0,45483.523600798144
2012,Illinois,IL,51,Information,Small Business,4392354000,70170,62595.895681915346,Large Business,6576510000.0,83764.0,78512.36808175349
2012,Illinois,IL,52,Finance and Insurance,Small Business,16967552000,209482,80997.66089687897,Large Business,20136145000.0,187881.0,107174.99374604138
2012,Illinois,IL,53,Real Estate and Rental and Leasing,Small Business,4832080000,99490,48568.49934666801,Large Business,1302324000.0,21950.0,59331.38952164009
2012,Illinois,IL,54,"Professional, Scientific, and Technical Services",Small Business,29222114000,414140,70560.95523253006,Large Business,14917420000.0,161634.0,92291.34959228875
2012,Illinois,IL,55,Management of Companies and Enterprises,Small Business,3216678000,36684,87686.13019299967,Large Business,20051248000.0,164539.0,121863.19352858592
2012,Illinois,IL,61,Educational Services,Small Business,3753928000,126770,29612.116431332335,Large Business,4274563000.0,96089.0,44485.456191655656
2012,Illinois,IL,62,Health Care and Social Assistance,Small Business,27680108000,694748,39841.939811269694,Large Business,19252120000.0,422643.0,45551.73042023646
2012,Illinois,IL,71,"Arts, Entertainment, and Recreation",Small Business,3350400000,101816,32906.41942327336,Large Business,698656000.0,26418.0,26446.21091679915
2012,Illinois,IL,72,Accommodation and Food Services,Small Business,9066750000,580794,15610.956724759553,Large Business,3517882000.0,176755.0,19902.58832847727
2012,Illinois,IL,81,Other Services (except Public Administration),Small Business,12296342000,413170,29760.974901372316,Large Business,1589037000.0,36986.0,42963.20229275942
2012,Indiana,IN,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,238990000,4156,57504.81231953802,Large Business,220250000.0,3127.0,70434.92165014391
2012,Indiana,IN,22,Utilities,Small Business,335296000,5201,64467.60238415689,Large Business,1040639000.0,11614.0,89602.11813328741
2012,Indiana,IN,23,Construction,Small Business,8497298000,177928,47756.94663009757,Large Business,1883855000.0,23841.0,79017.44893251122
2012,Indiana,IN,31-33,Manufacturing,Small Business,14678866000,350312,41902.26426728174,Large Business,15897463000.0,280695.0,56636.074743048506
2012,Indiana,IN,42,Wholesale Trade,Small Business,6506358000,131654,49420.13155695991,Large Business,2742584000.0,45687.0,60029.855319894064
2012,Indiana,IN,44-45,Retail Trade,Small Business,6064906000,223870,27091.195783267074,Large Business,4158861000.0,197667.0,21039.733491174553
2012,Illinois,IL,56,Administrative and Support and Waste Management and Remediation Services,Small Business,11329964000,313992,36083.6072256618,Large Business,9142251000.0,313355.0,29175.37936206539
2012,Idaho,ID,81,Other Services (except Public Administration),Small Business,738736000,31818,23217.549814570368,Large Business,53571000.0,1988.0,26947.183098591548
2012,Kansas,KS,22,Utilities,Small Business,192503000,2786,69096.55419956928,Large Business,494261000.0,5601.0,88245.13479735762
2012,Kentucky,KY,61,Educational Services,Small Business,770816000,30836,24997.27591127254,Large Business,328591000.0,13743.0,23909.699483373355
2012,Kentucky,KY,62,Health Care and Social Assistance,Small Business,7881674000,218346,36097.17604169529,Large Business,6222316000.0,142564.0,43645.77312645549
2012,Kentucky,KY,71,"Arts, Entertainment, and Recreation",Small Business,559596000,26562,21067.540094872373,Large Business,77332000.0,3090.0,25026.537216828478
2012,Kentucky,KY,72,Accommodation and Food Services,Small Business,2384862000,184562,12921.739036204635,Large Business,947856000.0,62526.0,15159.389693887342
2012,Kentucky,KY,81,Other Services (except Public Administration),Small Business,2478158000,105700,23445.203405865657,Large Business,345600000.0,12443.0,27774.652415012457
2012,Louisiana,LA,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,271993000,7064,38504.10532276331,Large Business,13677000.0,224.0,61058.03571428572
2012,Louisiana,LA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,2931052000,41672,70336.24496064504,Large Business,2816783000.0,33598.0,83837.81772724567
2012,Louisiana,LA,23,Construction,Small Business,7251196000,155190,46724.6343192216,Large Business,3175438000.0,51387.0,61794.57839531399
2012,Louisiana,LA,31-33,Manufacturing,Small Business,5124092000,104692,48944.44656707294,Large Business,5515981000.0,75008.0,73538.56921928328
2012,Kansas,KS,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,842012000,15536,54197.47682801236,Large Business,179396000.0,2502.0,71701.03916866507
2012,Louisiana,LA,44-45,Retail Trade,Small Business,5204366000,182462,28523.0130109283,Large Business,2858466000.0,132677.0,21544.548037715656
2012,Louisiana,LA,48-49,Transportation and Warehousing,Small Business,3411862000,65282,52263.44168377194,Large Business,1954402000.0,35660.0,54806.561974200784
2012,Louisiana,LA,51,Information,Small Business,528088000,12621,41842.00934949687,Large Business,927496000.0,16605.0,55856.428786510085
2012,Louisiana,LA,52,Finance and Insurance,Small Business,3296118000,66024,49923.02798982188,Large Business,1991599000.0,31195.0,63843.532617406636
2012,Louisiana,LA,53,Real Estate and Rental and Leasing,Small Business,1778206000,42508,41832.26686741319,Large Business,631455000.0,10262.0,61533.3268368739
2012,Louisiana,LA,54,"Professional, Scientific, and Technical Services",Small Business,7999876000,135682,58960.48112498342,Large Business,1170124000.0,19273.0,60713.12198412287
2012,Louisiana,LA,55,Management of Companies and Enterprises,Small Business,891312000,13371,66660.08525914293,Large Business,1724251000.0,16191.0,106494.41047495522
2012,Louisiana,LA,56,Administrative and Support and Waste Management and Remediation Services,Small Business,3082838000,97430,31641.568305450066,Large Business,1887575000.0,55601.0,33948.58006150969
2012,Louisiana,LA,61,Educational Services,Small Business,1524254000,52308,29139.978588361246,Large Business,523697000.0,11759.0,44535.84488476911
2012,Louisiana,LA,62,Health Care and Social Assistance,Small Business,10302550000,316566,32544.714214413423,Large Business,5789456000.0,127739.0,45322.54049272344
2012,Louisiana,LA,71,"Arts, Entertainment, and Recreation",Small Business,757065000,25867,29267.59964433448,Large Business,178885000.0,8327.0,21482.526720307433
2012,Louisiana,LA,72,Accommodation and Food Services,Small Business,3407890000,225482,15113.800658145661,Large Business,1493967000.0,80148.0,18640.103308878573
2012,Louisiana,LA,81,Other Services (except Public Administration),Small Business,3331256000,131226,25385.640040845563,Large Business,412508000.0,9648.0,42755.80431177446
2012,Kentucky,KY,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2015748000,70264,28688.204485938746,Large Business,1461218000.0,60942.0,23977.191427915066
2012,Kentucky,KY,55,Management of Companies and Enterprises,Small Business,556365000,8611,64610.96272209964,Large Business,2126611000.0,23393.0,90908.00666866156
2012,Louisiana,LA,42,Wholesale Trade,Small Business,4881348000,96246,50717.411632691226,Large Business,1637243000.0,27720.0,59063.60028860029
2012,Kentucky,KY,53,Real Estate and Rental and Leasing,Small Business,759098000,24810,30596.45304312777,Large Business,297978000.0,6795.0,43852.53863134658
2012,Kentucky,KY,54,"Professional, Scientific, and Technical Services",Small Business,3988686000,90566,44041.75960073317,Large Business,986936000.0,20008.0,49327.06917233107
2012,Kansas,KS,23,Construction,Small Business,4267396000,94924,44955.92263284312,Large Business,599586000.0,8644.0,69364.41462285978
2012,Kansas,KS,31-33,Manufacturing,Small Business,4936254000,116504,42369.82421204422,Large Business,5236724000.0,95836.0,54642.55603322342
2012,Kansas,KS,42,Wholesale Trade,Small Business,3698256000,73674,50197.573092271356,Large Business,1490869000.0,24724.0,60300.477269050316
2012,Kansas,KS,44-45,Retail Trade,Small Business,3126630000,118762,26326.855391455178,Large Business,1846440000.0,87252.0,21162.15101086508
2012,Kansas,KS,48-49,Transportation and Warehousing,Small Business,1182426000,31612,37404.340124003545,Large Business,1393763000.0,33012.0,42219.88973706531
2012,Kansas,KS,51,Information,Small Business,765174000,17712,43200.88075880759,Large Business,2152968000.0,29484.0,73021.57102157103
2012,Kansas,KS,52,Finance and Insurance,Small Business,2981606000,54640,54568.19180087848,Large Business,2120362000.0,31614.0,67070.34857974315
2012,Kansas,KS,54,"Professional, Scientific, and Technical Services",Small Business,4244536000,81682,51964.15366910702,Large Business,1333280000.0,18511.0,72026.36270325752
2012,Kansas,KS,55,Management of Companies and Enterprises,Small Business,613634000,9337,65720.68116097247,Large Business,1522202000.0,15712.0,96881.4918533605
2012,Kansas,KS,56,Administrative and Support and Waste Management and Remediation Services,Small Business,1820554000,61698,29507.504295114915,Large Business,1319973000.0,40765.0,32380.056420949342
2012,Kansas,KS,61,Educational Services,Small Business,607138000,25966,23382.038049757375,Large Business,204879000.0,7132.0,28726.724621424564
2012,Kansas,KS,62,Health Care and Social Assistance,Small Business,7856192000,213560,36786.814010114256,Large Business,3686757000.0,86555.0,42594.385073074925
2012,Kansas,KS,53,Real Estate and Rental and Leasing,Small Business,695952000,20760,33523.69942196532,Large Business,183063000.0,4724.0,38751.69348010161
2012,Kansas,KS,72,Accommodation and Food Services,Small Business,1611876000,131534,12254.44371797406,Large Business,582399000.0,41094.0,14172.360928602715
2012,Kansas,KS,71,"Arts, Entertainment, and Recreation",Small Business,416834000,23082,18058.833723247553,Large Business,45752000.0,2711.0,16876.429361859093
2012,Kentucky,KY,51,Information,Small Business,678220000,17860,37974.244120940646,Large Business,952175000.0,20693.0,46014.352679650125
2012,Kentucky,KY,48-49,Transportation and Warehousing,Small Business,1470020000,39692,37035.67469515267,Large Business,3152901000.0,64230.0,49087.66931340495
2012,Kentucky,KY,44-45,Retail Trade,Small Business,4075256000,153170,26606.097799830255,Large Business,2678486000.0,126063.0,21247.201795927434
2012,Kentucky,KY,42,Wholesale Trade,Small Business,3442108000,72584,47422.407142069875,Large Business,2176056000.0,32802.0,66339.12566306932
2012,Kentucky,KY,31-33,Manufacturing,Small Business,5793972000,140196,41327.6555679192,Large Business,7238505000.0,140381.0,51563.281355739025
2012,Kentucky,KY,52,Finance and Insurance,Small Business,2399968000,51810,46322.48600656244,Large Business,2648956000.0,41916.0,63196.77450138372
2012,Kentucky,KY,22,Utilities,Small Business,297220000,5086,58438.85174990169,Large Business,521789000.0,5777.0,90321.79331833131
2012,Kentucky,KY,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,874292000,17120,51068.457943925234,Large Business,858054000.0,12373.0,69348.90487351491
2012,Kentucky,KY,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,76969000,2463,31250.10150223305,Large Business,971000.0,61.0,15918.032786885246
2012,Kansas,KS,81,Other Services (except Public Administration),Small Business,2252204000,93694,24037.867953123998,Large Business,91108000.0,3285.0,27734.55098934551
2012,Kentucky,KY,23,Construction,Small Business,4930380000,111602,44178.24053332378,Large Business,281925000.0,5006.0,56317.4190970835
2013,North Dakota,ND,48-49,Transportation and Warehousing,Small Business,1210690000,22410,54024.54261490406,Large Business,495591000.0,7641.0,64859.44248135061
2013,North Dakota,ND,44-45,Retail Trade,Small Business,1593980000,51598,30892.28264661421,Large Business,494181000.0,22991.0,21494.541342264365
2013,North Dakota,ND,42,Wholesale Trade,Small Business,1591426000,27664,57526.966454598034,Large Business,539852000.0,8834.0,61110.70862576409
2013,North Dakota,ND,31-33,Manufacturing,Small Business,1041972000,24942,41775.799855665144,Large Business,575633000.0,10970.0,52473.38195077484
2013,North Dakota,ND,23,Construction,Small Business,2464988000,41060,60033.80418899172,Large Business,150791000.0,1497.0,100728.79091516366
