YEAR,STATE_DESCRIPTION,STATE_CODE,NAICS_CODE,INDUSTRY,BUSINESS_CLASSIFICATION_S,ANNUAL_PAYROLL_S,EMPLOYMENT_S,AVG_SALARY_S,BUSINESS_CLASSIFICATION_B,ANNUAL_PAYROLL_B,EMPLOYMENT_B,AVG_SALARY_B
2013,North Dakota,ND,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,1091376000,12670,86138.59510655091,Large Business,1608608000.0,15740.0,102198.72935196951
2013,North Carolina,NC,81,Other Services (except Public Administration),Small Business,6369684000,264932,24042.71284707019,Large Business,478010000.0,15045.0,31772.01728148887
2013,North Carolina,NC,72,Accommodation and Food Services,Small Business,6319724000,430036,14695.80221190784,Large Business,2417571000.0,153680.0,15731.201197293076
2013,North Dakota,ND,51,Information,Small Business,314956000,6420,49058.56697819314,Large Business,232426000.0,3441.0,67546.06219122348
2013,North Dakota,ND,52,Finance and Insurance,Small Business,860360000,17040,50490.6103286385,Large Business,463657000.0,8405.0,55164.425936942294
2013,Ohio,OH,23,Construction,Small Business,14818706000,278576,53194.48193670668,Large Business,1710452000.0,26006.0,65771.4373606091
2013,North Dakota,ND,54,"Professional, Scientific, and Technical Services",Small Business,1216458000,18981,64088.19345661451,Large Business,221715000.0,3713.0,59713.169943441964
2013,North Dakota,ND,55,Management of Companies and Enterprises,Small Business,66083000,929,71133.4768568353,Large Business,269194000.0,3659.0,73570.37441924022
2013,North Dakota,ND,56,Administrative and Support and Waste Management and Remediation Services,Small Business,561578000,15590,36021.6805644644,Large Business,196296000.0,6290.0,31207.63116057234
2013,North Dakota,ND,62,Health Care and Social Assistance,Small Business,1566672000,49100,31907.780040733196,Large Business,1805473000.0,34791.0,51894.829122474206
2013,North Dakota,ND,72,Accommodation and Food Services,Small Business,854258000,57060,14971.223273746933,Large Business,139928000.0,7819.0,17895.894615679754
2013,North Dakota,ND,81,Other Services (except Public Administration),Small Business,639794000,25440,25149.135220125787,Large Business,30861000.0,1048.0,29447.519083969466
2013,Ohio,OH,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,66771000,2229,29955.58546433378,Large Business,6785000.0,161.0,42142.857142857145
2013,Ohio,OH,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,641548000,11420,56177.58318739054,Large Business,401698000.0,5233.0,76762.46894706669
2013,North Dakota,ND,53,Real Estate and Rental and Leasing,Small Business,334298000,7814,42781.929869465064,Large Business,91184000.0,1221.0,74679.77067977068
2013,North Carolina,NC,71,"Arts, Entertainment, and Recreation",Small Business,1910184000,78274,24403.812249278177,Large Business,687962000.0,19722.0,34882.97332927695
2013,New York,NY,44-45,Retail Trade,Small Business,23509106000,735804,31950.228593484135,Large Business,13620242000.0,552946.0,24632.13767709686
2013,North Carolina,NC,61,Educational Services,Small Business,2215930000,77794,28484.587500321362,Large Business,2369344000.0,54874.0,43177.898458286254
2013,Pennsylvania,PA,42,Wholesale Trade,Small Business,15359780000,279660,54923.0494171494,Large Business,8439599000.0,106733.0,79072.06768290969
2013,New York,NY,48-49,Transportation and Warehousing,Small Business,7823904000,204336,38289.40568475452,Large Business,6195217000.0,130981.0,47298.59292569151
2013,New York,NY,51,Information,Small Business,12157682000,157016,77429.57405614715,Large Business,21344896000.0,193656.0,110220.67996860412
2013,New York,NY,52,Finance and Insurance,Small Business,48026734000,289412,165945.89719845756,Large Business,76653251000.0,388376.0,197368.66078233466
2013,New York,NY,53,Real Estate and Rental and Leasing,Small Business,13426562000,268048,50090.14057183788,Large Business,2555739000.0,30984.0,82485.76684740512
2013,New York,NY,54,"Professional, Scientific, and Technical Services",Small Business,50974686000,690348,73839.1159241426,Large Business,26721144000.0,258218.0,103482.88655322247
2013,New York,NY,55,Management of Companies and Enterprises,Small Business,4502020000,48156,93488.24653210399,Large Business,21695851000.0,156872.0,138302.89025447497
2013,New York,NY,56,Administrative and Support and Waste Management and Remediation Services,Small Business,19283216000,472484,40812.42116135149,Large Business,17627735000.0,308718.0,57099.79657810688
2013,New York,NY,61,Educational Services,Small Business,10254578000,279830,36645.742057677875,Large Business,11037633000.0,257297.0,42898.413117914315
2013,New York,NY,62,Health Care and Social Assistance,Small Business,48540096000,1180210,41128.35512324078,Large Business,43120918000.0,855115.0,50427.03963794343
2013,New York,NY,71,"Arts, Entertainment, and Recreation",Small Business,9023016000,202902,44469.822870154065,Large Business,2868070000.0,61276.0,46805.764083817485
2013,New York,NY,72,Accommodation and Food Services,Small Business,20777740000,1008504,20602.536033570515,Large Business,5229208000.0,204299.0,25595.85705265322
2013,New York,NY,81,Other Services (except Public Administration),Small Business,21068508000,634948,33181.46997864392,Large Business,2076972000.0,50045.0,41502.08812069138
2013,North Carolina,NC,62,Health Care and Social Assistance,Small Business,18442172000,503472,36629.98538151079,Large Business,13925832000.0,301654.0,46164.917421947
2013,North Carolina,NC,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,160600000,3288,48844.28223844282,Large Business,85657000.0,1599.0,53569.10569105691
2013,North Carolina,NC,23,Construction,Small Business,11022658000,274874,40100.76616922663,Large Business,1529775000.0,26017.0,58799.05446438867
2013,North Carolina,NC,31-33,Manufacturing,Small Business,12095162000,305220,39627.68494856169,Large Business,12868281000.0,255780.0,50309.95777621393
2013,North Carolina,NC,42,Wholesale Trade,Small Business,9358252000,179610,52103.17911029453,Large Business,6878246000.0,88622.0,77613.30143756629
2013,North Carolina,NC,44-45,Retail Trade,Small Business,8827960000,302632,29170.609849586297,Large Business,6632342000.0,306378.0,21647.579134272044
2013,North Carolina,NC,48-49,Transportation and Warehousing,Small Business,2480806000,69578,35655.03463738538,Large Business,3267136000.0,72860.0,44841.2846555037
2013,North Carolina,NC,51,Information,Small Business,2180310000,36978,58962.35599545676,Large Business,4080765000.0,60616.0,67321.58176059126
2013,North Carolina,NC,52,Finance and Insurance,Small Business,4571044000,77286,59144.52811634707,Large Business,11240736000.0,131340.0,85585.0159890361
2013,North Carolina,NC,53,Real Estate and Rental and Leasing,Small Business,2585290000,66334,38973.82940874966,Large Business,783002000.0,15718.0,49815.62539763329
2013,North Carolina,NC,54,"Professional, Scientific, and Technical Services",Small Business,13485326000,233974,57636.002290852826,Large Business,6809627000.0,84831.0,80272.86015725383
2013,North Carolina,NC,55,Management of Companies and Enterprises,Small Business,1475410000,22812,64676.924425740835,Large Business,7309091000.0,69889.0,104581.42196912247
2013,North Carolina,NC,56,Administrative and Support and Waste Management and Remediation Services,Small Business,6500978000,205322,31662.354740359046,Large Business,4931923000.0,169501.0,29096.71919339709
2013,Ohio,OH,31-33,Manufacturing,Small Business,26873380000,582014,46173.08174717447,Large Business,20402726000.0,341715.0,59706.84927498061
2013,Oklahoma,OK,61,Educational Services,Small Business,559674000,21600,25910.833333333332,Large Business,321979000.0,10515.0,30620.922491678553
2013,Ohio,OH,44-45,Retail Trade,Small Business,10446280000,369692,28256.710991852677,Large Business,8346497000.0,368611.0,22643.103434243687
2013,Oregon,OR,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,847468000,21610,39216.4738546969,Large Business,44431000.0,692.0,64206.64739884393
2013,Oregon,OR,22,Utilities,Small Business,168853000,2274,74253.7379067722,Large Business,615012000.0,6850.0,89782.77372262774
2013,Oregon,OR,23,Construction,Small Business,5568950000,117092,47560.465275168244,Large Business,839931000.0,9837.0,85384.87343702349
2013,Oregon,OR,31-33,Manufacturing,Small Business,6960554000,158560,43898.54944500505,Large Business,4363672000.0,72252.0,60395.172451973645
2013,Oregon,OR,42,Wholesale Trade,Small Business,4453788000,86470,51506.74222273621,Large Business,2906093000.0,34921.0,83219.06589158386
2013,Oregon,OR,44-45,Retail Trade,Small Business,4391734000,158954,27628.96183801603,Large Business,2797466000.0,111414.0,25108.74755416734
2013,Oregon,OR,48-49,Transportation and Warehousing,Small Business,1661922000,41432,40112.03900366866,Large Business,1384412000.0,30120.0,45963.21381142098
2013,Oregon,OR,51,Information,Small Business,1591256000,28204,56419.51496241668,Large Business,1477593000.0,22960.0,64355.09581881533
2013,Oregon,OR,52,Finance and Insurance,Small Business,2421694000,42306,57242.32969318773,Large Business,2599043000.0,37832.0,68699.59293719602
2013,Oregon,OR,53,Real Estate and Rental and Leasing,Small Business,1386662000,41504,33410.321896684654,Large Business,265397000.0,6729.0,39440.77871897756
2013,Oregon,OR,54,"Professional, Scientific, and Technical Services",Small Business,6481932000,117324,55248.13337424568,Large Business,2545159000.0,25749.0,98844.964853004
2013,Oregon,OR,55,Management of Companies and Enterprises,Small Business,938182000,13434,69836.38529105256,Large Business,4150573000.0,37005.0,112162.49155519524
2013,Oregon,OR,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2584372000,86612,29838.498129589432,Large Business,1357456000.0,45121.0,30084.79421998626
2013,Oregon,OR,61,Educational Services,Small Business,982274000,40162,24457.795926497685,Large Business,407582000.0,14834.0,27476.20331670487
2013,Oregon,OR,62,Health Care and Social Assistance,Small Business,8106034000,220352,36786.75029044438,Large Business,6044574000.0,108512.0,55704.19861397818
2013,Oregon,OR,71,"Arts, Entertainment, and Recreation",Small Business,960864000,38624,24877.38193869097,Large Business,104888000.0,5414.0,19373.47617288511
2013,Oregon,OR,72,Accommodation and Food Services,Small Business,3732480000,225952,16518.90667044328,Large Business,806853000.0,42012.0,19205.298486146814
2013,Oregon,OR,81,Other Services (except Public Administration),Small Business,2916674000,112188,25998.092487610083,Large Business,191196000.0,6107.0,31307.679711806126
2013,Pennsylvania,PA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,1335330000,22760,58670.03514938489,Large Business,2103216000.0,21848.0,96265.8366898572
2013,Pennsylvania,PA,22,Utilities,Small Business,305900000,4654,65728.40567253975,Large Business,2896292000.0,27218.0,106410.90454846057
2013,Pennsylvania,PA,23,Construction,Small Business,19711628000,365454,53937.37105080256,Large Business,2511229000.0,35193.0,71355.92305287984
2013,Pennsylvania,PA,31-33,Manufacturing,Small Business,24299684000,527660,46051.783345336014,Large Business,16390728000.0,275745.0,59441.61453516836
2013,New York,NY,42,Wholesale Trade,Small Business,32020442000,522816,61246.101879054964,Large Business,8892981000.0,104266.0,85291.28383173805
2013,Oklahoma,OK,81,Other Services (except Public Administration),Small Business,2662560000,113256,23509.2180546726,Large Business,169716000.0,5448.0,31151.982378854627
2013,Ohio,OH,42,Wholesale Trade,Small Business,14257538000,265146,53772.40463744503,Large Business,5838475000.0,91714.0,63659.5830516606
2013,Oklahoma,OK,72,Accommodation and Food Services,Small Business,2265238000,167390,13532.69609893064,Large Business,915779000.0,58756.0,15586.135883994826
2013,Oklahoma,OK,62,Health Care and Social Assistance,Small Business,7795094000,225162,34619.93586839698,Large Business,4852480000.0,102533.0,47326.03161908849
2013,Ohio,OH,48-49,Transportation and Warehousing,Small Business,4224010000,109620,38533.20561941252,Large Business,4816662000.0,103359.0,46601.28290714887
2013,Ohio,OH,51,Information,Small Business,2437610000,45124,54020.25529651627,Large Business,4108299000.0,63929.0,64263.46415554756
2013,Ohio,OH,52,Finance and Insurance,Small Business,6547398000,119574,54756.03392041748,Large Business,14163724000.0,193098.0,73349.92594433915
2013,Ohio,OH,53,Real Estate and Rental and Leasing,Small Business,3191544000,78234,40794.84623053915,Large Business,1074538000.0,23808.0,45133.48454301075
2013,Ohio,OH,54,"Professional, Scientific, and Technical Services",Small Business,17920338000,308646,58061.13800276045,Large Business,5987993000.0,79743.0,75091.1427962329
2013,Ohio,OH,55,Management of Companies and Enterprises,Small Business,1982003000,28425,69727.4582233949,Large Business,12456845000.0,141991.0,87729.82090414182
2013,Ohio,OH,56,Administrative and Support and Waste Management and Remediation Services,Small Business,7997858000,260282,30727.664609923082,Large Business,7011874000.0,238866.0,29354.843301265144
2013,Ohio,OH,61,Educational Services,Small Business,2983752000,108028,27620.17254785796,Large Business,1735793000.0,64193.0,27040.222454161667
2013,Ohio,OH,62,Health Care and Social Assistance,Small Business,24161206000,698610,34584.68387226063,Large Business,22239467000.0,465974.0,47726.84098254409
2013,Ohio,OH,71,"Arts, Entertainment, and Recreation",Small Business,2657148000,84874,31306.972688927115,Large Business,760720000.0,20421.0,37251.84858723863
2013,Ohio,OH,72,Accommodation and Food Services,Small Business,7014290000,530458,13223.082694577139,Large Business,2773275000.0,187849.0,14763.320539369388
2013,Ohio,OH,81,Other Services (except Public Administration),Small Business,8319988000,349508,23804.857113428017,Large Business,1215309000.0,30731.0,39546.679248966844
2013,Oklahoma,OK,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,43813000,1206,36329.187396351575,Large Business,6574000.0,122.0,53885.24590163935
2013,Oklahoma,OK,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,3396994000,50584,67155.50371659023,Large Business,3315372000.0,32789.0,101112.32425508555
2013,Oklahoma,OK,23,Construction,Small Business,5292172000,121170,43675.596269703725,Large Business,492850000.0,7590.0,64934.12384716733
2013,Oklahoma,OK,31-33,Manufacturing,Small Business,4988480000,113648,43894.129241165705,Large Business,4097019000.0,76367.0,53649.07617164482
2013,Oklahoma,OK,42,Wholesale Trade,Small Business,3772454000,75514,49957.01459332044,Large Business,1460182000.0,22980.0,63541.4273281114
2013,Oklahoma,OK,44-45,Retail Trade,Small Business,3992172000,137962,28936.750699467968,Large Business,2357566000.0,106169.0,22205.78511618269
2013,Oklahoma,OK,48-49,Transportation and Warehousing,Small Business,1474102000,35228,41844.61224026343,Large Business,1604874000.0,29175.0,55008.53470437018
2013,Oklahoma,OK,51,Information,Small Business,728986000,16142,45160.822698550364,Large Business,1017306000.0,20048.0,50743.51556264964
