"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"157","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Martin","Martin County","27.132403","-80.255862","US Census Bureau","Centroid","Southern Florida","03090000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614143","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Martin","[No locality description provided]","27.14416","-80.17978","reported","Accurate","Florida Southeast Coast","03090206","2002","11","28","established","<a href = https://www.inaturalist.org/observations/47616 target = _blank >iNaturalist observation ID 47616</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614178","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.73691","-80.23532","reported","Accurate","Florida Southeast Coast","03090206","2015","4","11","established","<a href = https://www.inaturalist.org/observations/1384686 target = _blank >iNaturalist observation ID 1384686</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614193","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.77157","-80.34729","reported","Accurate","Florida Southeast Coast","03090206","2015","8","19","established","<a href = https://www.inaturalist.org/observations/1942640 target = _blank >iNaturalist observation ID 1942640</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614237","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.73601","-80.2356","reported","Accurate","Florida Southeast Coast","03090206","2016","5","4","established","<a href = https://www.inaturalist.org/observations/3098905 target = _blank >iNaturalist observation ID 3098905</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614242","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.74276","-80.21233","reported","Accurate","Florida Southeast Coast","03090206","2016","5","13","established","<a href = https://www.inaturalist.org/observations/3168526 target = _blank >iNaturalist observation ID 3168526</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614246","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.73676","-80.23534","reported","Accurate","Florida Southeast Coast","03090206","2016","5","20","established","<a href = https://www.inaturalist.org/observations/3239156 target = _blank >iNaturalist observation ID 3239156</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614209","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.28904","-80.44315","reported","Accurate","Florida Southeast Coast","03090206","2015","9","28","established","<a href = https://www.inaturalist.org/observations/2635324 target = _blank >iNaturalist observation ID 2635324</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614253","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.50977","-80.48433","reported","Accurate","Florida Southeast Coast","03090206","2016","6","2","established","<a href = https://www.inaturalist.org/observations/3369131 target = _blank >iNaturalist observation ID 3369131</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614289","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.69657","-80.34948","reported","Accurate","Florida Southeast Coast","03090206","2016","9","5","established","<a href = https://www.inaturalist.org/observations/4064421 target = _blank >iNaturalist observation ID 4064421</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614342","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.74395","-80.2113","reported","Accurate","Florida Southeast Coast","03090206","2017","4","22","established","<a href = https://www.inaturalist.org/observations/5913471 target = _blank >iNaturalist observation ID 5913471</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614395","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.75869","-80.37219","reported","Accurate","Florida Southeast Coast","03090206","2017","8","21","established","<a href = https://www.inaturalist.org/observations/7585648 target = _blank >iNaturalist observation ID 7585648</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614353","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.66122","-80.47755","reported","Accurate","Florida Southeast Coast","03090206","2016","2","23","established","<a href = https://www.inaturalist.org/observations/6363746 target = _blank >iNaturalist observation ID 6363746</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614399","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.83259","-80.43507","reported","Accurate","Florida Southeast Coast","03090206","2017","9","2","established","<a href = https://www.inaturalist.org/observations/7759497 target = _blank >iNaturalist observation ID 7759497</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614405","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.73433","-80.23718","reported","Accurate","Florida Southeast Coast","03090206","2017","9","9","established","<a href = https://www.inaturalist.org/observations/7856879 target = _blank >iNaturalist observation ID 7856879</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614462","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.4587","-80.56281","reported","Accurate","Everglades","03090202","2017","11","16","established","<a href = https://www.inaturalist.org/observations/8897481 target = _blank >iNaturalist observation ID 8897481</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614589","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.35999","-80.5735","reported","Accurate","Everglades","03090202","2018","5","16","established","<a href = https://www.inaturalist.org/observations/12606307 target = _blank >iNaturalist observation ID 12606307</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614599","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.67578","-80.27491","reported","Accurate","Florida Southeast Coast","03090206","2018","5","22","established","<a href = https://www.inaturalist.org/observations/12870017 target = _blank >iNaturalist observation ID 12870017</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614497","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.75857","-80.37328","reported","Accurate","Florida Southeast Coast","03090206","2018","2","16","established","<a href = https://www.inaturalist.org/observations/9883880 target = _blank >iNaturalist observation ID 9883880</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614585","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.43645","-80.71397","reported","Accurate","Everglades","03090202","2018","5","17","established","<a href = https://www.inaturalist.org/observations/12568719 target = _blank >iNaturalist observation ID 12568719</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614536","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.62486","-80.32895","reported","Accurate","Florida Southeast Coast","03090206","2018","4","15","established","<a href = https://www.inaturalist.org/observations/10964544 target = _blank >iNaturalist observation ID 10964544</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614549","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.68567","-80.27367","reported","Accurate","Florida Southeast Coast","03090206","2018","4","21","established","<a href = https://www.inaturalist.org/observations/11337085 target = _blank >iNaturalist observation ID 11337085</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614698","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.65528","-80.45366","reported","Accurate","Florida Southeast Coast","03090206","2018","7","29","established","<a href = https://www.inaturalist.org/observations/14911851 target = _blank >iNaturalist observation ID 14911851</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614725","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.57386","-80.45271","reported","Accurate","Florida Southeast Coast","03090206","2018","8","14","established","<a href = https://www.inaturalist.org/observations/15425835 target = _blank >iNaturalist observation ID 15425835</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614998","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.75215","-80.25562","reported","Accurate","Florida Southeast Coast","03090206","2018","8","10","established","<a href = https://www.inaturalist.org/observations/18897994 target = _blank >iNaturalist observation ID 18897994</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614973","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.72586","-80.29261","reported","Accurate","Florida Southeast Coast","03090206","2018","11","11","established","<a href = https://www.inaturalist.org/observations/18395617 target = _blank >iNaturalist observation ID 18395617</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614961","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.63209","-80.3086","reported","Accurate","Florida Southeast Coast","03090206","2018","11","10","established","<a href = https://www.inaturalist.org/observations/18326584 target = _blank >iNaturalist observation ID 18326584</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614788","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","[No locality description provided]","25.75696","-80.32936","reported","Accurate","Florida Southeast Coast","03090206","2018","9","15","established","<a href = https://www.inaturalist.org/observations/16611577 target = _blank >iNaturalist observation ID 16611577</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"547341","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Homestead Air Force Base at construction site","25.49207","-80.39771","reported","Accurate","Florida Southeast Coast","03090206","2013","5","6","established","""coqui from[found] flipping boards and[at] a construction site."" Incorrectly identified as coqui would not be on the ground but a greenhouse frog would.","Literature","","","Freshwater","24369","Database","2019","Center for Invasive Species and Ecosystem Health.","EDDMapS: Early detection and distribution mapping system","The University of Georgia","Tifton, GA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545172","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Deering Estate","25.61565","-80.30798","reported","Accurate","Florida Southeast Coast","03090206","2017","5","","established","","Literature","","","Freshwater","32960","Journal Article","2019","Clements, S.L., S.V.L. Catania, and C.A. Searcy","Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545173","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Highland Oaks Park","25.96667","-80.15279","reported","Accurate","Florida Southeast Coast","03090206","2017","5","","established","","Literature","","","Freshwater","32960","Journal Article","2019","Clements, S.L., S.V.L. Catania, and C.A. Searcy","Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545170","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Vizcaya Museum & Gardens","25.74437","-80.21055","reported","Accurate","Florida Southeast Coast","03090206","2017","5","","established","","Literature","","","Freshwater","32960","Journal Article","2019","Clements, S.L., S.V.L. Catania, and C.A. Searcy","Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545171","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Kendall Indian Hammocks Park","25.69471","-80.37536","reported","Accurate","Florida Southeast Coast","03090206","2017","5","","established","","Literature","","","Freshwater","32960","Journal Article","2019","Clements, S.L., S.V.L. Catania, and C.A. Searcy","Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266393","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Doc Thomas House, Tropical Audubon Society, 5530 Sunset Drive, South Miami","25.7037","-80.284","Map derived","Accurate","Florida Southeast Coast","03090206","1997","","","established","","Literature","","","Freshwater","18017","Journal Article","1999","Meshaka, W.E., Jr.","The Herpetofauna of the Doc Thomas House in South Miami, Florida.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Miami","25.77533","-80.209813","GNIS","Approximate","Florida Southeast Coast","03090206","1899","","","collected","","Literature","","","Freshwater","12132","Journal Article","1951","Neill, W.T.","Florida's Air-plants and Their Inhabitants.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261414","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Long Pine Key, Everglades National Park","25.4090031","-80.686173","GNIS","Approximate","Everglades","03090202","1986","12","","established","collected from May 1984 - December 1988. Individuals were found in Prairie(15), Pineland(17), Hammock(50), and Disturbed(6) areas.","Literature","","","Freshwater","12147","Book Chapter","1988","Dalrymple, G.H.","The Herptofauna of Long Pine Key, Everglades National Park, in Relation to Vegetation and Hydrology","USDA Forest Service","Fort Collins, CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"598","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Paradise Key","25.3734486","-80.606449","GNIS","Approximate","Everglades","03090202","1986","12","","established","collected from May 1984 - December 1988. Individuals were found in Prairie(15), Pineland(17), Hammock(50), and Disturbed(6) areas.","Literature","","","Freshwater","12147","Book Chapter","1988","Dalrymple, G.H.","The Herptofauna of Long Pine Key, Everglades National Park, in Relation to Vegetation and Hydrology","USDA Forest Service","Fort Collins, CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Dade County","25.756427","-80.302264","US Census Bureau","Centroid","Southern Florida","03090200","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Dade County, hammock and dry pine land","25.756427","-80.302264","US Census Bureau","Centroid","Florida Bay-Florida Keys","03090203","1921","4","","established","","Literature","","","Freshwater","12079","Journal Article","1921","Deckert, R.F.","Amphibian notes from Dade Co., Florida.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"174","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Florida City","25.4475","-80.47944","Map derived","Approximate","Florida Southeast Coast","03090206","1940","","","established","","Literature","","","Freshwater","12019","Book","1983","Wilson, L.D., and L. Porras.","The Ecological Impact of Man on the South Florida Herpetofauna.","University of Kansas, Lawrence.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Homestead","25.46833","-80.47778","Map derived","Approximate","Florida Southeast Coast","03090206","1940","","","established","","Literature","","","Freshwater","12019","Book","1983","Wilson, L.D., and L. Porras.","The Ecological Impact of Man on the South Florida Herpetofauna.","University of Kansas, Lawrence.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"525","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Miami, NE 103nd St., beneath slab at residence","25.869264","-80.196333","Map derived","Approximate","Florida Southeast Coast","03090206","1969","5","4","established","(LDO5591-9)","Specimen","FL Museum of Natural Hist","UF 100161-9","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"517","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Miami, Ives Estate, beneath debris","25.9623144","-80.176713","GNIS","Approximate","Florida Southeast Coast","03090206","1961","4","16","established","(LDO2381-4)","Specimen","FL Museum of Natural Hist","UF 100144-47","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"519","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Miami, Ives Estate, railroad tracks under rocks","25.957157","-80.173845","Map derived","Approximate","Florida Southeast Coast","03090206","1962","12","1","established","(LDO2974)","Specimen","FL Museum of Natural Hist","UF 100157","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236988","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Dade County","25.756427","-80.302264","US Census Bureau","Centroid","Southern Florida","03090200","1875","","","established","Breeding Status: At least 10 years","Literature","","","Freshwater","15953","Web Page","2007","Florida Fish and Wildlife Conservation Commission.","Florida's Exotic Wildlife species detail: Greenhouse Frog Eleutherodactylus planirostris.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Miami, Madie Ives school yard under portables","25.9665","-80.1744","Map derived","Approximate","Florida Southeast Coast","03090206","1963","9","28","established","(LDO3387)","Specimen","FL Museum of Natural Hist","UF 100158","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"521","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Miami, Ives Estates in basement of residence","25.9623144","-80.176713","GNIS","Approximate","Florida Southeast Coast","03090206","1964","1","12","established","(LDO3493)","Specimen","FL Museum of Natural Hist","UF 100159","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"522","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Hialeah [near], 34th Ave and 76th St.","25.891465","-80.353725","Map derived","Approximate","Florida Southeast Coast","03090206","1964","4","12","established","(LDO3523)","Specimen","FL Museum of Natural Hist","UF 100160","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Miami-Dade","Miami, 27th Ave. and Coral Way","25.7502","-80.2383","Map derived","Accurate","Florida Southeast Coast","03090206","1955","8","","established","gift to L.D. Ober on 19 April 1962 (LDO2659)","Specimen","FL Museum of Natural Hist","UF 100148-56","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
